observationTime,airTemperature,seaLevelPressure,relativeHumidity,missforest_precipitation,cloudCover_fixed,feelsLikeTemperature_fixed,windSpeed_fixed,windGust_fixed,windDirection_fixed
2019-09-19,8.995833333333334,1015.4958333333334,83.0,0.30000000000000004,65.45833333333333,7.908333333333334,2.704166666666667,11.4,269.0
2019-09-20,7.083333333333333,1020.1166666666667,75.0,0.5,65.91666666666667,5.441666666666666,3.1916666666666664,11.1,311.0
2019-09-21,8.325000000000001,1017.5124999999999,89.29166666666667,1.6,92.375,7.470833333333334,3.158333333333333,11.6,202.0
2019-09-22,10.879166666666668,1015.6916666666666,87.54166666666667,2.5,74.91666666666667,10.295833333333333,3.9958333333333336,11.1,283.0
2019-09-23,5.170833333333333,1023.0083333333333,79.0,0.0,12.6,4.916666666666667,0.9166666666666666,5.4,19.0
2019-09-24,4.783333333333333,1021.6958333333333,72.16666666666667,0.0,27.166666666666668,4.7124999999999995,0.5750000000000001,5.0,141.0
2019-09-25,5.7124999999999995,1016.6333333333333,71.04166666666667,0.0,66.45833333333333,4.391666666666667,1.9458333333333335,6.6,94.0
2019-09-26,10.158333333333333,1013.6791666666667,68.875,0.0,12.541666666666666,9.983333333333333,1.4291666666666665,6.2,61.0
2019-09-27,10.341666666666667,1016.6458333333334,75.54166666666667,0.0,2.6666666666666665,10.279166666666667,1.125,5.2,155.0
2019-09-28,8.470833333333333,1012.2291666666666,95.41666666666667,12.2,63.69565217391305,7.0249999999999995,2.6958333333333333,10.9,140.0
2019-09-29,11.883333333333333,1006.0,94.08333333333333,4.7,86.66666666666667,11.883333333333333,3.2875,9.0,208.0
2019-09-30,12.766666666666666,992.1916666666666,97.04166666666667,15.2,93.0,12.766666666666666,3.7375000000000003,9.1,193.0
2019-10-01,10.904166666666667,999.3916666666668,81.79166666666667,2.8,73.79166666666667,10.408333333333333,5.008333333333334,17.6,212.0
2019-10-02,12.454166666666666,999.8708333333334,96.29166666666667,9.9,92.5,12.454166666666666,2.9333333333333336,9.7,171.0
2019-10-03,8.700000000000001,1006.2958333333332,89.45833333333333,0.9,83.58333333333333,7.529166666666666,2.5458333333333334,7.3,283.0
2019-10-04,6.416666666666667,1009.5083333333333,93.79166666666667,1.8,63.34782608695652,5.0375000000000005,2.2041666666666666,9.9,212.0
2019-10-05,5.2375,1014.4,87.83333333333333,0.0,73.57142857142857,4.229166666666667,1.4625000000000001,6.5,4.0
2019-10-06,1.0125,1018.9208333333332,85.70833333333333,0.3,76.33333333333333,0.1125,1.3708333333333333,7.2,344.0
2019-10-07,1.7249999999999999,1016.7041666666668,94.125,2.1,94.5,0.9333333333333332,1.25,6.0,242.0
2019-10-08,4.033333333333333,1012.7208333333333,89.83333333333333,0.9,93.45833333333333,1.1958333333333333,3.341666666666667,10.7,213.0
2019-10-09,8.841666666666667,1005.8958333333334,92.25,3.5,82.45833333333333,7.295833333333333,3.5416666666666665,9.0,216.0
2019-10-10,9.141666666666667,1005.3791666666666,97.33333333333333,11.8,87.91666666666667,7.95,2.3874999999999997,7.5,248.0
2019-10-11,9.383333333333333,1011.5333333333333,89.125,0.0,93.0,7.8625,3.845833333333333,10.0,235.0
2019-10-12,10.958333333333334,1007.8083333333334,92.70833333333333,7.7,93.0,10.358333333333333,4.420833333333333,12.9,209.0
2019-10-13,11.041666666666666,1014.5416666666666,95.79166666666667,2.4,88.875,11.0,1.8958333333333333,6.8,220.0
2019-10-14,14.299999999999999,1014.2583333333333,84.875,0.0,26.26086956521739,14.220833333333333,3.5500000000000003,11.0,175.0
2019-10-15,10.829166666666666,1018.6625,84.79166666666667,0.0,42.8235294117647,10.829166666666666,1.7958333333333334,8.5,90.0
2019-10-16,15.762500000000001,1011.6208333333334,74.5,0.0,40.833333333333336,15.762500000000001,4.370833333333334,9.7,150.0
2019-10-17,12.433333333333332,1013.3833333333333,82.58333333333333,0.4,77.83333333333333,12.433333333333332,3.966666666666667,11.7,200.0
2019-10-18,13.0,1016.1166666666667,78.625,0.0,73.33333333333333,12.958333333333334,2.658333333333333,8.8,146.0
2019-10-19,13.016666666666666,1014.4916666666667,82.0,0.0,54.416666666666664,12.820833333333333,2.0541666666666667,5.9,149.0
2019-10-20,12.3125,1016.6666666666666,87.45833333333333,0.0,39.869565217391305,12.3125,1.2958333333333332,4.8,161.0
2019-10-21,13.316666666666668,1019.2041666666668,86.58333333333333,0.0,3.1666666666666665,13.145833333333334,1.3958333333333333,5.0,164.0
2019-10-22,13.754166666666668,1021.5583333333334,87.33333333333333,0.0,41.333333333333336,13.754166666666668,1.9166666666666667,8.1,190.0
2019-10-23,10.416666666666666,1021.6750000000001,86.33333333333333,0.0,55.916666666666664,10.279166666666667,1.7333333333333334,8.1,254.0
2019-10-24,8.6,1020.9083333333333,86.45833333333333,0.0,21.727272727272727,8.358333333333333,1.5458333333333334,6.3,133.0
2019-10-25,9.4375,1017.2375000000001,93.625,0.0,46.958333333333336,8.275,2.966666666666667,8.1,137.0
2019-10-26,11.554166666666667,1017.5,89.16666666666667,0.0,54.375,11.383333333333333,3.7375000000000003,10.4,203.0
2019-10-27,11.235999999999999,1008.84,83.12,0.7,58.28,10.628,4.808,16.1,218.0
2019-10-28,6.145833333333333,1012.975,91.5,1.8,84.79166666666667,4.316666666666666,2.5625,7.9,246.0
2019-10-29,3.6208333333333336,1017.4583333333334,85.83333333333333,0.6,67.04166666666667,0.5708333333333334,3.4291666666666667,10.0,303.0
2019-10-30,-0.041666666666666664,1025.9750000000001,91.625,0.3,62.666666666666664,-0.6833333333333332,1.0083333333333333,8.2,313.0
2019-10-31,-0.6916666666666665,1025.6499999999999,91.25,2.9,67.95833333333333,-3.670833333333333,2.9333333333333336,8.6,148.0
2019-11-01,3.9166666666666665,1019.9875000000001,96.0,0.0,91.91666666666667,1.5791666666666666,2.6374999999999997,7.3,200.0
2019-11-02,2.5,1007.4250000000001,82.66666666666667,0.7,76.41666666666667,-1.7041666666666666,5.1875,13.2,152.0
