,time,absorbing_aerosol_index,CO_column_number_density,H2O_column_number_density,cloud_fraction,cloud_top_pressure,cloud_top_height,cloud_base_pressure,cloud_base_height,cloud_optical_depth,tropospheric_HCHO_column_number_density,tropospheric_HCHO_column_number_density_amf,HCHO_slant_column_number_density,cloud_fraction,CH4_column_volume_mixing_ratio_dry_air,aerosol_height,aerosol_optical_depth,CH4_column_volume_mixing_ratio_dry_air_bias_corrected,CH4_column_volume_mixing_ratio_dry_air_uncertainty,NO2_column_number_density,tropospheric_NO2_column_number_density,stratospheric_NO2_column_number_density,NO2_slant_column_number_density,tropopause_pressure,O3_column_number_density,O3_effective_temperature,SO2_column_number_density,SO2_column_number_density_amf,SO2_slant_column_number_density,SO2_column_number_density_15km
81,2018-09-23 00:00:00+03:00,-1.0149646,0.031642288,799.90344,0.25509447,82302.83,1700.1423,90912.31,901.6018,5.9231777,,,,,,,,,,5.900317e-05,1.4579857e-05,4.4302153e-05,0.00018457814,19253.861,,,,,,
82,2018-09-24 00:00:00+03:00,-0.79904777,0.034119636,1014.1041,0.37582046,68385.11,3472.3662,76316.79,2517.3142,14.643269,,,,,,,,,,5.661388e-05,1.3294916e-05,4.600534e-05,0.00016074012,24229.531,,,,,,
83,2018-09-25 00:00:00+03:00,-1.0376192,0.03568018,533.94775,0.20099118,88928.22,1195.2156,97084.86,473.57034,4.489544,,,,,,,,,,5.3205968e-05,1.3072955e-05,4.0279574e-05,0.00015916927,22198.176,,,,,,
84,2018-09-26 00:00:00+03:00,-0.52863276,,,1.0,47996.56,5951.0327,54912.22,4928.4272,77.15282,,,,,,,,,,0.00023912554,,3.712382e-05,0.00014229328,13743.191,0.12331321,228.4,,,,
85,2018-09-27 00:00:00+03:00,-0.91183764,0.02828477,1043.0771,0.14389133,81342.75,1848.5884,91205.9,914.77057,4.6277537,,,,,,,,,,5.4374388e-05,1.3080406e-05,4.145396e-05,0.00017061742,14426.217,0.11439124,228.98492,,,,
86,2018-09-28 00:00:00+03:00,-0.8066575,0.032082364,446.3167,0.6389924,76688.69,2261.4023,86756.41,1277.8674,22.107132,,,,,,,,,,5.32096e-05,1.3085472e-05,4.4464585e-05,0.0001849345,17983.652,0.1267964,229.60345,,,,
87,2018-09-29 00:00:00+03:00,-0.940299,0.0335923,637.4234,0.2015225,81699.516,1833.6108,90848.16,978.1609,5.3142776,,,,,,,,,,5.356279e-05,1.519284e-05,3.8605263e-05,0.00016287953,15402.94,0.12848586,228.46884,,,,
88,2018-09-30 00:00:00+03:00,-0.45948076,,,0.7626794,51089.156,5559.268,58337.305,4554.431,19.566084,,,,,,,,,,6.880662e-05,2.2159027e-05,3.985827e-05,0.0001570771,14426.248,0.1287725,228.92496,,,,
89,2018-10-01 00:00:00+03:00,-0.9354961,0.032248836,847.05725,0.15362543,73848.39,2701.1338,82268.35,1830.5245,4.9544144,,,,,,,,,,8.043413e-05,3.981119e-05,4.016864e-05,0.00018874329,15563.652,0.13193713,229.14088,,,,
90,2018-10-02 00:00:00+03:00,-0.72943056,0.031949412,885.0598,0.6083454,78878.38,2028.6045,88223.03,1138.1033,14.687388,,,,,,,,,,5.6835146e-05,2.0408306e-05,3.9777442e-05,0.00017661846,19253.465,0.13515073,228.51727,,,,
91,2018-10-03 00:00:00+03:00,-1.6279448,0.028881937,818.3449,0.39694232,70512.78,2845.8992,79677.7,1916.0518,14.911233,,,,,,,,,,5.809727e-05,6.5716245e-06,4.523593e-05,0.00015550345,24172.508,,,,,,
92,2018-10-04 00:00:00+03:00,-0.86569226,0.033399224,674.30994,0.25939232,87243.86,1239.5931,96170.0,449.88538,6.703589,,,,,,,,,,5.4151362e-05,1.6402384e-05,3.8201928e-05,0.00017023833,17838.889,0.12560233,227.22223,,,,
93,2018-10-05 00:00:00+03:00,-0.553342,0.029421648,1529.2656,0.9409023,72234.93,2879.4355,81783.34,1888.4785,35.9504,,,,,,,,,,7.507567e-05,,3.5380366e-05,0.00015883919,14428.226,0.11846283,226.86258,,,,
94,2018-10-06 00:00:00+03:00,-0.9658234,0.031709336,1145.0726,0.12907761,73930.9,2667.5403,83102.38,1712.2832,4.7089176,,,,,,,,,,7.516192e-05,3.7742415e-05,3.7419504e-05,0.00017942522,14424.158,0.12294945,227.29388,,,,
95,2018-10-07 00:00:00+03:00,-0.26390982,,,1.0,45404.457,6254.81,52010.98,5260.466,47.058495,,,,,,,,,,7.406436e-05,,3.4068416e-05,0.00015394951,16693.48,0.14103521,226.81421,,,,
96,2018-10-08 00:00:00+03:00,-1.5078567,0.03135294,937.36676,0.5367566,59854.965,4350.447,68091.23,3356.0486,21.280344,,,,,,,,,,6.9110676e-05,7.781953e-06,3.439757e-05,0.000127748,14430.231,0.13514256,225.55208,,,,
97,2018-10-09 00:00:00+03:00,-0.9553549,0.030031739,1240.54,0.17023593,85961.33,1742.7341,93789.34,858.66675,4.5510235,,,,,,,,,,7.0483715e-05,3.1194955e-05,3.8683087e-05,0.00018948514,16675.105,0.13541467,227.44807,,,,
98,2018-10-10 00:00:00+03:00,-1.0288943,0.030048935,1040.839,0.15722147,90928.3,1009.4061,98198.16,351.4659,4.3712006,,,,,,,,,,6.6758475e-05,2.9683437e-05,3.7075035e-05,0.0001908558,14431.4375,0.12369941,226.44125,,,,
99,2018-10-11 00:00:00+03:00,-1.0074344,0.032668836,829.73596,0.12516178,88183.31,1307.9473,96995.71,496.2001,4.4243255,,,,,,,,,,5.9650098e-05,2.3553206e-05,3.609689e-05,0.00016984592,14433.316,0.119263336,227.43303,,,,
100,2018-10-12 00:00:00+03:00,-0.97458935,0.028974038,1097.5165,0.13069606,93224.08,830.5995,98940.875,311.5345,4.6291523,,,,,,,,,,6.136611e-05,2.5396243e-05,3.5969868e-05,0.00016639137,13746.475,0.12570705,226.35072,,,,
