time,airTemperature,seaLevelPressure,relativeHumidity,xgb_precipitation,xgb_cloudCover,feelsLikeTemperature_fixed,windSpeed_fixed,windGust_fixed,windDirection_fixed,absorbing_aerosol_index,NO2_column_number_density,stratospheric_NO2_column_number_density,NO2_slant_column_number_density,tropopause_pressure,H2O_column_number_density,BrO,BrO_Error,NO2,NO2_Error,O3,O3_Error,dust,sia,pm2p5,pans,nmvoc,nh3,pm10,tp,t2m
2018-08-18,20.325,1018.75,76.25,2.220446049250313e-16,44.54166666666666,20.3375,0.6833333333333331,4.7,119.0,-1.0329535,7.414911e-05,5.329858e-05,0.00016911296,14418.96,2018.2871,35324153285714.29,14898935285714.283,3395030214285714.5,281306321428571.44,315.6464328571428,0.9682219457142855,0.033748996,2.869687,5.608397,1.3462771,2.9273732,0.5778676,7.9594455,0.013594627,20.180634
2018-08-19,19.183333333333334,1019.7083333333334,71.375,2.220446049250313e-16,26.79166666666667,19.183333333333334,2.1083333333333334,10.3,275.0,-1.1763598,7.4016454e-05,5.529268e-05,0.00017767327,14415.719,2141.518,30272336500000.0,20087812500000.0,2423363750000000.0,446872715000000.0,300.601955,0.910055815,0.107132316,4.973565,9.245739,1.8105359,4.4422913,1.4458185,11.507595,0.23764715,21.625366
2018-08-20,20.67083333333333,1014.0041666666666,67.95833333333333,3.4000000000000004,51.29166666666666,20.641666666666666,2.308333333333333,12.1,155.0,-0.9287132,7.054525e-05,5.2041083e-05,0.00017664331,16682.62,1507.2261,29091250000000.0,20331971500000.0,3225712350000000.0,476462835000000.0,297.91510000000005,0.994837165,0.057704344,0.78039646,2.5490563,0.89903456,2.1423943,0.24357487,4.7599893,0.51579064,19.166565
2018-08-21,18.2375,1013.9791666666666,68.41666666666667,2.220446049250313e-16,62.79166666666666,18.2375,3.8041666666666663,11.4,285.0,-0.9699436,7.8054516e-05,5.4156364e-05,0.00016155753,14421.238,962.6516,25320527400000.0,17959659600000.0,3244785400000000.0,330870844000000.0,301.43264,0.8711290399999999,0.02165468,0.31418654,1.6426004,0.7089615,1.3628263,0.279141,2.8859107,0.0,16.299286
2018-08-22,15.079166666666666,1023.05,61.375,2.220446049250313e-16,1.0833333333333357,15.079166666666666,0.9541666666666666,5.799999999999999,314.0,-0.67639685,7.576071e-05,5.5249362e-05,0.00019943438,14418.869,1326.0138,15224944444444.445,17351992777777.775,3164942488888889.0,392969834444444.5,302.90745555555554,0.8269605533333333,0.03092902,0.794425,2.8880694,1.4137489,2.0054128,0.6798052,3.8586414,0.0,18.497864
2018-08-23,17.345833333333335,1019.9130434782608,58.91666666666666,2.220446049250313e-16,2.217391304347828,16.727272727272727,2.8136363636363635,9.4,142.0,-1.1241891,7.854807e-05,5.223681e-05,0.00018890841,14414.516,1901.9779,23779389666666.67,20896737666666.668,3164781800000000.0,580386436666666.6,305.01133,0.8810774233333333,0.10818747,3.8786142,6.844729,1.6913791,2.6202726,0.4879806,8.883106,2.701294,21.807098
2018-08-24,21.254166666666663,1011.4625,57.0,2.220446049250313e-16,23.625,21.15833333333333,4.425,12.1,144.0,-0.40458399999999994,9.72505e-05,4.628659e-05,0.00018071478,14412.854,1833.3964022490522,1162035081000.0,23160518500000.0,3181721550000000.0,561227430000000.0,310.838655,0.93169963,0.021932721,2.380971,4.2268276,2.6643276,5.302092,0.07436152,4.559,24.207802,20.276733
2018-08-25,17.8875,1008.25,88.5,6.1,88.33333333333333,17.8875,1.7166666666666668,11.8,3.0,-1.0174639,9.0731024e-05,5.4185643e-05,0.00016512541,16679.719,1842.9591,32620953000000.0,16388699250000.0,3801098950000000.0,282744147500000.0,313.581545,0.87739051,0.013156135,0.70405173,1.7440001,1.501876,2.682217,0.216154,2.0177224,12.42415,16.480042
2018-08-26,14.495833333333335,1012.6708333333332,87.16666666666667,1.0,86.0952380952381,14.495833333333335,1.6041666666666667,8.2,309.0,-1.3937818,7.657108e-05,5.6479446e-05,0.00016249878,16684.504,1169.8187,32518450500000.0,16209305000000.0,3227413700000000.0,288396015000000.0,298.18626,0.9416853,0.0024359883,1.0974596,2.535447,1.4408423,2.9511833,0.22981991,3.1325438,0.9835901,17.17508
2018-08-27,13.991666666666667,1016.7125,82.45833333333333,2.7,63.875,13.991666666666667,0.8333333333333335,5.5,320.0,0.07260483500000003,7.530356e-05,5.4376214e-05,0.00019692352,19238.941,1325.1499,32622995333333.33,14683341500000.0,3288854633333333.0,257896651666666.62,313.47540166666664,0.8540339499999999,0.0045342795,1.4459952,3.571555,1.8559552,3.5356548,0.58360934,4.428739,0.1374836,17.555786
